family,representation,backbone,regressor,fold,seeds,test_n,r2,r2_seed_std,rmse,rmse_seed_std,rmse_bu_per_acre,rmse_bu_per_acre_seed_std,mae,mae_seed_std
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ebm,4,3,415,0.7753889123086974,0.0017789418473197092,15.372309945988546,0.06085429180365317,15.372309945988546,0.06085429180365317,11.183825514907307,0.0593085066088743
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,random_forest,0,3,416,0.7815260443498481,0.0007278211102980787,16.710128715727972,0.027825146095851853,16.710128715727972,0.027825146095851853,12.217353878586318,0.035450257005789465
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,random_forest,1,3,415,0.7873169042195182,0.00047714664945330734,16.513392542480304,0.01852779836307439,16.513392542480304,0.01852779836307439,12.040789193959768,0.01703718444978626
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,random_forest,2,3,415,0.8358419813215812,0.0012292753565958546,13.912046138493492,0.05204026257018564,13.912046138493492,0.05204026257018564,10.502830938618505,0.027350044798329427
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,random_forest,3,3,415,0.7531143910308379,0.0010972144772646998,16.978469455683953,0.037728547127028014,16.978469455683953,0.037728547127028014,12.906523531753459,0.0516291110716427
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,random_forest,4,3,415,0.6849759817843032,0.0013689425199673682,18.205296104292675,0.03957699628223557,18.205296104292675,0.03957699628223557,13.011929794033499,0.010071759455984762
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ridge,0,1,416,0.8362592173307076,0.0,14.466350800958446,0.0,14.466350800958446,0.0,10.82411391551678,0.0
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ridge,1,1,415,0.8059645711985881,0.0,15.772865821117186,0.0,15.772865821117186,0.0,10.904199056970068,0.0
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ridge,2,1,415,0.8506558601458145,0.0,13.26957733422927,0.0,13.26957733422927,0.0,10.023772024131684,0.0
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ridge,3,1,415,0.8536088821711165,0.0,13.07401821456124,0.0,13.07401821456124,0.0,10.155800586378717,0.0
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,ridge,4,1,415,0.7740083187444441,0.0,15.419602079967703,0.0,15.419602079967703,0.0,11.366475863169475,0.0
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,xgboost,0,3,416,0.8387177908215673,0.004306248639019838,14.356041879355544,0.19259058986783353,14.356041879355544,0.19259058986783353,10.667614526015063,0.15716787955204561
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,xgboost,1,3,415,0.8282534945076291,0.006261566690506131,14.83688625054119,0.2688326502109318,14.83688625054119,0.2688326502109318,10.941088805907222,0.11866385629683698
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,xgboost,2,3,415,0.8698643697513688,0.003344497932822905,12.385836737931887,0.15894182311142582,12.385836737931887,0.15894182311142582,9.212128403751725,0.1061859806881399
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,xgboost,3,3,415,0.8214265432264578,0.007672649286674953,14.436481399503615,0.30800278129611125,14.436481399503615,0.30800278129611125,10.909200144082186,0.19669128742602437
climate_fusion,prithvi_daymet,prithvi_eo_v2_300_tl_per_timestep_spatial_mean_daymet_late_fusion,xgboost,4,3,415,0.7350594535153693,0.004152832014743006,16.695052584299237,0.13096664518291382,16.695052584299237,0.13096664518291382,11.805209648408086,0.05200497414348449
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,0,3,416,0.8647525074172989,0.001124170421307358,13.147446452828746,0.05472193211792808,13.147446452828746,0.05472193211792808,10.008138895472548,0.050145172713607356
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,1,3,415,0.8702678734782706,0.0015677382615484345,12.89691751389889,0.0779760610936833,12.89691751389889,0.0779760610936833,9.867514702973144,0.07809774569525749
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,2,3,415,0.8755354627777061,0.0002967849056029734,12.113942357829558,0.014436781106859442,12.113942357829558,0.014436781106859442,9.235495528285993,0.02387942211277331
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,3,3,415,0.861967105439065,0.0006363479329071579,12.695267784584049,0.02926393171933547,12.695267784584049,0.02926393171933547,9.700015144258515,0.026275167034317915
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,4,3,415,0.8259576699681389,0.001288131495853441,13.531670630489737,0.05001106487209458,13.531670630489737,0.05001106487209458,10.303564009496393,0.050034013419480654
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,0,3,416,0.8831267674825618,0.0005564579920022017,12.221847404744686,0.029114952529950573,12.221847404744686,0.029114952529950573,9.248551048225435,0.009875654162091409
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,1,3,415,0.8808973032404843,0.0005508059692659647,12.357474597550464,0.028593393411999957,12.357474597550464,0.028593393411999957,9.462559969708265,0.016299505564882355
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,2,3,415,0.8918531925387182,0.0005365362632814061,11.291938765070755,0.02799034886002228,11.291938765070755,0.02799034886002228,8.46687155549827,0.01779619839717723
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,3,3,415,0.8648512175288143,0.0005643636098717938,12.561943731030853,0.0262366191896406,12.561943731030853,0.0262366191896406,9.44399742324944,0.02345168972246863
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,4,3,415,0.7812423386209909,0.0005207864682528394,15.170792489857526,0.018062805098578657,15.170792489857526,0.018062805098578657,10.874219036980053,0.008219945663891353
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,0,1,416,0.8392391839850207,0.0,14.334107669158044,0.0,14.334107669158044,0.0,11.010076731901902,0.0
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,1,1,415,0.838172115720492,0.0,14.404452957219068,0.0,14.404452957219068,0.0,11.2486450526226,0.0
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,2,1,415,0.8599755587407522,0.0,12.848869584534045,0.0,12.848869584534045,0.0,10.013956747399755,0.0
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,3,1,415,0.8348080557887181,0.0,13.888206153940484,0.0,13.888206153940484,0.0,10.771403937282331,0.0
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,4,1,415,0.77972538007952,0.0,15.22331276609549,0.0,15.22331276609549,0.0,11.332286443135825,0.0
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,0,3,416,0.8966060071913682,0.0004510286511340359,11.495481929317192,0.025057215914245805,11.495481929317192,0.025057215914245805,8.644418072089172,0.06486385770222335
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,1,3,415,0.8975542801085034,0.0004740921549878469,11.46082390229762,0.026502812239472304,11.46082390229762,0.026502812239472304,8.895247076563088,0.03588438124200517
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,2,3,415,0.9037712748565325,0.0009049102188872257,10.651494885716218,0.050078096675378124,10.651494885716218,0.050078096675378124,8.053609961697376,0.016754247842657912
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,3,3,415,0.8904245259850804,0.0008242859179479802,11.311112711204055,0.042538643608497184,11.311112711204055,0.042538643608497184,8.455934030310695,0.0343676813672639
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,4,3,415,0.8109271605939203,0.00027863311407435904,14.103970634118847,0.010395085306511212,14.103970634118847,0.010395085306511212,10.240132889345468,0.0697833207702911
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,0,3,416,0.8560892260020748,0.000723259828107361,13.562065667027296,0.03410125194123177,13.562065667027296,0.03410125194123177,10.338202238256644,0.026643867968158968
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,1,3,415,0.8431358794371056,0.0007472478559914091,14.18177751269996,0.033796446650816755,14.18177751269996,0.033796446650816755,10.709840070840597,0.04660568681250675
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,2,3,415,0.8764073166388903,0.0007090082304042817,12.071398522068819,0.0346560126174707,12.071398522068819,0.0346560126174707,9.287560264267798,0.04045078299493212
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,3,3,415,0.8479227215950619,0.0011753325056680004,13.325411872400487,0.05152527509579554,13.325411872400487,0.05152527509579554,10.298481673699671,0.017524367031657807
