family,representation,backbone,regressor,fold,validation_fold,seed,train_n,validation_n,test_n,selected_alpha,validation_rmse,test_r2,test_rmse,test_rmse_bu_per_acre,test_mae
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,3,,0,1246,415,415,100.0,15.157708376280718,0.8453395723327494,13.438206967150872,13.438206967150872,10.324198814300168
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,3,,0,1246,415,415,,,0.809475095351441,14.915149082070934,14.915149082070934,11.506873583174974
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,3,,1,1246,415,415,,,0.8097045579780674,14.906164691309232,14.906164691309232,11.508047016570007
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,3,,2,1246,415,415,,,0.8099258967996364,14.897493246437158,14.897493246437158,11.52007084564476
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,3,,0,1246,415,415,,,0.8450733969575256,13.44976578074425,13.44976578074425,10.174860904188042
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,3,,1,1246,415,415,,,0.847649375275762,13.337481863631586,13.337481863631586,10.119278485401567
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,3,,2,1246,415,415,,,0.8417675893603083,13.592503216081525,13.592503216081525,10.202031308829065
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,3,,0,1246,415,415,,,0.849472807789704,13.257425722331684,13.257425722331684,10.280515854381585
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,3,,1,1246,415,415,,,0.8476673267828383,13.33669606129614,13.33669606129614,10.292680228047683
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,3,,2,1246,415,415,,,0.8466280302126434,13.382113833573639,13.382113833573639,10.322248938669745
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ridge,4,,0,1245,416,415,100.0,13.283052916251265,0.783728815091586,15.084338502560955,15.084338502560955,11.350863592308688
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,4,,0,1245,416,415,,,0.7131712152084082,17.37153942609464,17.37153942609464,12.69985260729119
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,4,,1,1245,416,415,,,0.7171117174744379,17.251800183780652,17.251800183780652,12.731951119689096
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,random_forest,4,,2,1245,416,415,,,0.7178890945753791,17.228079900214247,17.228079900214247,12.692037397200087
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,4,,0,1245,416,415,,,0.7681162642224106,15.619318616227082,15.619318616227082,11.283856726956653
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,4,,1,1245,416,415,,,0.7728042547991691,15.460624658136732,15.460624658136732,11.218928612398813
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,xgboost,4,,2,1245,416,415,,,0.7687258705109075,15.598774051107789,15.598774051107789,11.358631680040473
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,4,,0,1245,416,415,,,0.7743214369349679,15.408916218825192,15.408916218825192,11.049881726597727
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,4,,1,1245,416,415,,,0.7711372470997101,15.517240764269872,15.517240764269872,11.169553136404492
climate_fusion,terramind_daymet,terramind_v1_base_s2_6_prithvi_daymet_late_fusion,ebm,4,,2,1245,416,415,,,0.774206088088744,15.412853619048297,15.412853619048297,11.082579141076513
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ridge,0,,0,1245,415,416,0.01,14.94747095122429,0.8676509698262416,13.00591594544843,13.00591594544843,10.155635859416082
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,0,,0,1245,415,416,,,0.854560555028272,13.633949014256897,13.633949014256897,10.407969834735919
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,0,,1,1245,415,416,,,0.8553577178382367,13.596533405422685,13.596533405422685,10.371896923317964
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,0,,2,1245,415,416,,,0.8554747274498056,13.591032776744152,13.591032776744152,10.360487203955232
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,0,,0,1245,415,416,,,0.8838083710022251,12.186191023171153,12.186191023171153,9.267812409767739
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,0,,1,1245,415,416,,,0.8822653053183538,12.266842586668693,12.266842586668693,9.302708037082965
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,0,,2,1245,415,416,,,0.8795733548174576,12.40628790461987,12.40628790461987,9.456492359821613
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,0,,0,1245,415,416,,,0.8753838518819415,12.62024316345655,12.62024316345655,9.56606969947015
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,0,,1,1245,415,416,,,0.8737706689740867,12.701666384991405,12.701666384991405,9.633502306637713
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,0,,2,1245,415,416,,,0.8732743356280419,12.726613343025093,12.726613343025093,9.626803338967186
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ridge,1,,0,1246,415,415,1.0,12.573680694474339,0.8369514108855509,14.458678935242277,14.458678935242277,10.748141678040286
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,1,,0,1246,415,415,,,0.8365369278790383,14.477044849918014,14.477044849918014,10.877514690374314
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,1,,1,1246,415,415,,,0.8390452591634343,14.36554073681714,14.36554073681714,10.798238863888232
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,1,,2,1246,415,415,,,0.8382012288025998,14.403157207459959,14.403157207459959,10.840296187984258
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,1,,0,1246,415,415,,,0.857295071632101,13.526628961885043,13.526628961885043,10.058536694997764
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,1,,1,1246,415,415,,,0.8577067262765994,13.507105035276284,13.507105035276284,10.119663999626438
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,1,,2,1246,415,415,,,0.8501960926927522,13.858992572829107,13.858992572829107,10.324015804428651
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,1,,0,1246,415,415,,,0.8497752674207565,13.878445083248593,13.878445083248593,10.401588809440662
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,1,,1,1246,415,415,,,0.8516496141529769,13.791592976035737,13.791592976035737,10.298972558402387
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,1,,2,1246,415,415,,,0.8494349666569406,13.894155458521503,13.894155458521503,10.40666509607752
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ridge,2,,0,1246,415,415,0.1,13.002013335375059,0.8687332630125698,12.440571790507649,12.440571790507649,9.420787232180675
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,2,,0,1246,415,415,,,0.8716373625616929,12.302186675985892,12.302186675985892,9.53209126822196
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,2,,1,1246,415,415,,,0.8699194538897914,12.38423466266381,12.38423466266381,9.58428276575165
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,2,,2,1246,415,415,,,0.8697803633897241,12.390853904471438,12.390853904471438,9.589689746203156
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,2,,0,1246,415,415,,,0.8859905877472178,11.594001447916392,11.594001447916392,8.823577985648647
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,2,,1,1246,415,415,,,0.887990674638186,11.49185367761522,11.49185367761522,8.776765427187263
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,2,,2,1246,415,415,,,0.8837740613875016,11.706161945591322,11.706161945591322,8.899506198009812
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,2,,0,1246,415,415,,,0.8860587626016669,11.590534464165657,11.590534464165657,8.849918338080183
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,2,,1,1246,415,415,,,0.8855990326337435,11.613893662742223,11.613893662742223,8.891769929283456
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,2,,2,1246,415,415,,,0.8855206899536291,11.617869624921282,11.617869624921282,8.876871786274567
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ridge,3,,0,1246,415,415,1.0,15.816883126754062,0.8633046124983377,12.633644510071214,12.633644510071214,9.706917147349161
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,3,,0,1246,415,415,,,0.8432839431183625,13.527217410867882,13.527217410867882,10.244281678835437
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,3,,1,1246,415,415,,,0.8431594532822937,13.532589122025316,13.532589122025316,10.288146653975215
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,3,,2,1246,415,415,,,0.8448581962319535,13.459103734586344,13.459103734586344,10.224303215222967
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,3,,0,1246,415,415,,,0.8679333772607352,12.417902858929432,12.417902858929432,9.329204151199527
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,3,,1,1246,415,415,,,0.8703552887535642,12.30351277567464,12.30351277567464,9.314118514463125
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,3,,2,1246,415,415,,,0.8641362505263743,12.595155105114364,12.595155105114364,9.541991439267814
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,3,,0,1246,415,415,,,0.8724224833703947,12.205028397239126,12.205028397239126,9.372997263882164
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,3,,1,1246,415,415,,,0.8724768179210923,12.202429093791116,12.202429093791116,9.334256619287258
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,3,,2,1246,415,415,,,0.8728836309224096,12.182949999631964,12.182949999631964,9.327391815343871
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ridge,4,,0,1245,416,415,0.1,13.420872110370077,0.7862343336408923,14.996707340557023,14.996707340557023,11.376893277455524
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,4,,0,1245,416,415,,,0.7316500174656968,16.802647850280174,16.802647850280174,11.788827306337122
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,4,,1,1245,416,415,,,0.7356816898391295,16.675949236938887,16.675949236938887,11.761509877296957
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,random_forest,4,,2,1245,416,415,,,0.7318026617345905,16.797868284597136,16.797868284597136,11.821431701111248
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,4,,0,1245,416,415,,,0.7758502742119823,15.356634428557982,15.356634428557982,10.781482202001364
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,4,,1,1245,416,415,,,0.7734942718030602,15.437129045915595,15.437129045915595,10.66909304331584
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,xgboost,4,,2,1245,416,415,,,0.7867342458761025,14.979161431783366,14.979161431783366,10.537015426819583
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,4,,0,1245,416,415,,,0.7857047202002889,15.015273335154731,15.015273335154731,10.958043422760207
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,4,,1,1245,416,415,,,0.7876623780316129,14.946531250449501,14.946531250449501,10.897852913528947
climate_fusion,presto_daymet,presto_s2_daymet_late_fusion,ebm,4,,2,1245,416,415,,,0.79073210290976,14.838098336159675,14.838098336159675,10.945998863688953
climate_fusion,presto_era5,presto_s2_era5,ridge,0,,0,1245,415,416,0.1,15.595642177704258,0.8515959995330561,13.77220141134502,13.77220141134502,10.571094744022076
climate_fusion,presto_era5,presto_s2_era5,random_forest,0,,0,1245,415,416,,,0.835558974361002,14.497250718186748,14.497250718186748,11.242681813223275
climate_fusion,presto_era5,presto_s2_era5,random_forest,0,,1,1245,415,416,,,0.836031320397524,14.476414544940589,14.476414544940589,11.214369161051733
climate_fusion,presto_era5,presto_s2_era5,random_forest,0,,2,1245,415,416,,,0.8336478595711345,14.58125006027855,14.58125006027855,11.285021294927699
climate_fusion,presto_era5,presto_s2_era5,xgboost,0,,0,1245,415,416,,,0.8598695003444332,13.382797193183103,13.382797193183103,10.23301086792579
climate_fusion,presto_era5,presto_s2_era5,xgboost,0,,1,1245,415,416,,,0.8622649336364625,13.267919339253096,13.267919339253096,10.214647049170274
climate_fusion,presto_era5,presto_s2_era5,xgboost,0,,2,1245,415,416,,,0.8599019137472999,13.38124932499859,13.38124932499859,10.33821291740124
climate_fusion,presto_era5,presto_s2_era5,ebm,0,,0,1245,415,416,,,0.836956230527,14.435527719655102,14.435527719655102,10.904401805131114
climate_fusion,presto_era5,presto_s2_era5,ebm,0,,1,1245,415,416,,,0.8374657589010399,14.412953822744297,14.412953822744297,10.935305306794056
climate_fusion,presto_era5,presto_s2_era5,ebm,0,,2,1245,415,416,,,0.8363879781332085,14.460661731794954,14.460661731794954,10.96909177520255
climate_fusion,presto_era5,presto_s2_era5,ridge,1,,0,1246,415,415,10.0,14.05773880818065,0.8103675520696273,15.592882888933119,15.592882888933119,11.808170382947807
climate_fusion,presto_era5,presto_s2_era5,random_forest,1,,0,1246,415,415,,,0.8061260678703603,15.766300536632002,15.766300536632002,12.00368976193931
climate_fusion,presto_era5,presto_s2_era5,random_forest,1,,1,1246,415,415,,,0.8066024664586245,15.74691767515357,15.74691767515357,11.981521810695998
climate_fusion,presto_era5,presto_s2_era5,random_forest,1,,2,1246,415,415,,,0.8082191754425889,15.68096127215534,15.68096127215534,11.908124071015997
climate_fusion,presto_era5,presto_s2_era5,xgboost,1,,0,1246,415,415,,,0.8234126192273443,15.047000102528086,15.047000102528086,11.508399492746374
climate_fusion,presto_era5,presto_s2_era5,xgboost,1,,1,1246,415,415,,,0.8252308346947802,14.96933465113272,14.96933465113272,11.469905184090853
climate_fusion,presto_era5,presto_s2_era5,xgboost,1,,2,1246,415,415,,,0.8252718612286108,14.9675775449535,14.9675775449535,11.425705301675452
climate_fusion,presto_era5,presto_s2_era5,ebm,1,,0,1246,415,415,,,0.8129574381409124,15.486037713645718,15.486037713645718,11.752155120749064
climate_fusion,presto_era5,presto_s2_era5,ebm,1,,1,1246,415,415,,,0.8121114491602471,15.521019689514956,15.521019689514956,11.75599793635223
climate_fusion,presto_era5,presto_s2_era5,ebm,1,,2,1246,415,415,,,0.8133012650809814,15.471797729764445,15.471797729764445,11.750420052215745
climate_fusion,presto_era5,presto_s2_era5,ridge,2,,0,1246,415,415,0.01,13.929750944204134,0.8324513626383501,14.055084047074114,14.055084047074114,10.651811788168299
climate_fusion,presto_era5,presto_s2_era5,random_forest,2,,0,1246,415,415,,,0.8437861596532079,13.571340642164317,13.571340642164317,10.620377391447237
climate_fusion,presto_era5,presto_s2_era5,random_forest,2,,1,1246,415,415,,,0.8428128946089096,13.613552016937394,13.613552016937394,10.638695419152478
climate_fusion,presto_era5,presto_s2_era5,random_forest,2,,2,1246,415,415,,,0.8418756304622753,13.654078656594066,13.654078656594066,10.728470468808304
climate_fusion,presto_era5,presto_s2_era5,xgboost,2,,0,1246,415,415,,,0.8492520213111379,13.331798643381552,13.331798643381552,10.300164300390037
climate_fusion,presto_era5,presto_s2_era5,xgboost,2,,1,1246,415,415,,,0.8585221472459726,12.915381134350811,12.915381134350811,10.043664047057371
climate_fusion,presto_era5,presto_s2_era5,xgboost,2,,2,1246,415,415,,,0.8504039615986869,13.280763507847812,13.280763507847812,10.237500854859869
climate_fusion,presto_era5,presto_s2_era5,ebm,2,,0,1246,415,415,,,0.8465049807773216,13.452721165458309,13.452721165458309,10.652023016796617
climate_fusion,presto_era5,presto_s2_era5,ebm,2,,1,1246,415,415,,,0.8455067924464559,13.496392252277438,13.496392252277438,10.674240104084687
climate_fusion,presto_era5,presto_s2_era5,ebm,2,,2,1246,415,415,,,0.8470170285676554,13.43026378993723,13.43026378993723,10.593091481578364
climate_fusion,presto_era5,presto_s2_era5,ridge,3,,0,1246,415,415,10.0,17.76304140392312,0.8349551129850518,13.882022997101517,13.882022997101517,10.817745637089372
climate_fusion,presto_era5,presto_s2_era5,random_forest,3,,0,1246,415,415,,,0.8230139654787236,14.375442488887984,14.375442488887984,11.132436489491091
climate_fusion,presto_era5,presto_s2_era5,random_forest,3,,1,1246,415,415,,,0.8245912792318799,14.311241578878986,14.311241578878986,11.115230264492313
climate_fusion,presto_era5,presto_s2_era5,random_forest,3,,2,1246,415,415,,,0.8261095563222949,14.249170396885614,14.249170396885614,11.079936486772946
climate_fusion,presto_era5,presto_s2_era5,xgboost,3,,0,1246,415,415,,,0.8430252610054128,13.538377104521338,13.538377104521338,10.511688353756822
climate_fusion,presto_era5,presto_s2_era5,xgboost,3,,1,1246,415,415,,,0.8433656959647501,13.52368863145706,13.52368863145706,10.436448557290685
climate_fusion,presto_era5,presto_s2_era5,xgboost,3,,2,1246,415,415,,,0.8416043102578834,13.599514420271236,13.599514420271236,10.485971642919335
climate_fusion,presto_era5,presto_s2_era5,ebm,3,,0,1246,415,415,,,0.8359208511432226,13.841349006555744,13.841349006555744,10.763714108332623
climate_fusion,presto_era5,presto_s2_era5,ebm,3,,1,1246,415,415,,,0.8370516906073029,13.793568998337415,13.793568998337415,10.786555517052847
climate_fusion,presto_era5,presto_s2_era5,ebm,3,,2,1246,415,415,,,0.8380724662545119,13.750296810767964,13.750296810767964,10.763909494305173
climate_fusion,presto_era5,presto_s2_era5,ridge,4,,0,1245,416,415,1.0,13.65406891410566,0.7380964402083452,16.59960067179526,16.59960067179526,12.130913012401166
climate_fusion,presto_era5,presto_s2_era5,random_forest,4,,0,1245,416,415,,,0.6801512252851405,18.344221493030616,18.344221493030616,12.855342825909032
climate_fusion,presto_era5,presto_s2_era5,random_forest,4,,1,1245,416,415,,,0.679492402911291,18.363104426866133,18.363104426866133,12.836929234282005
climate_fusion,presto_era5,presto_s2_era5,random_forest,4,,2,1245,416,415,,,0.6830603155315761,18.2606087103366,18.2606087103366,12.761144558562805
climate_fusion,presto_era5,presto_s2_era5,xgboost,4,,0,1245,416,415,,,0.7217415626795654,17.11004338593954,17.11004338593954,11.978820058064287
climate_fusion,presto_era5,presto_s2_era5,xgboost,4,,1,1245,416,415,,,0.7149279890790523,17.31825896590486,17.31825896590486,11.915078955960562
climate_fusion,presto_era5,presto_s2_era5,xgboost,4,,2,1245,416,415,,,0.7087611327858161,17.504576435702905,17.504576435702905,12.044749856971832
climate_fusion,presto_era5,presto_s2_era5,ebm,4,,0,1245,416,415,,,0.7145452847478959,17.32987980122773,17.32987980122773,12.23025350306795
climate_fusion,presto_era5,presto_s2_era5,ebm,4,,1,1245,416,415,,,0.7156829591870091,17.295311367652285,17.295311367652285,12.169639196281008
climate_fusion,presto_era5,presto_s2_era5,ebm,4,,2,1245,416,415,,,0.716967353408845,17.256201607423783,17.256201607423783,12.207451118104503
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,0,,0,1245,415,416,0.01,14.477261596991392,0.8392391839850207,14.334107669158044,14.334107669158044,11.010076731901902
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,0,,0,1245,415,416,,,0.8838947720375483,12.181659305442901,12.181659305442901,9.236951284870766
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,0,,1,1245,415,416,,,0.8825941213423135,12.249700848515888,12.249700848515888,9.261087170343892
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,0,,2,1245,415,416,,,0.8828914090678238,12.234182060275272,12.234182060275272,9.247614689461644
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,0,,0,1245,415,416,,,0.8970288892181217,11.47197680231397,11.47197680231397,8.63834922863887
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,0,,1,1245,415,416,,,0.8959810225166903,11.530200290376943,11.530200290376943,8.726720122190622
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,0,,2,1245,415,416,,,0.8968081098392924,11.48426869526066,11.48426869526066,8.568184865438022
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,0,,0,1245,415,416,,,0.8663423233304948,13.070058009419817,13.070058009419817,9.940823862068287
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,0,,1,1245,415,416,,,0.8639559484532586,13.186220687883111,13.186220687883111,10.061117960457715
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,0,,2,1245,415,416,,,0.8639592504681435,13.186060661183305,13.186060661183305,10.022474863891642
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,1,,0,1246,415,415,0.01,12.979762286976666,0.838172115720492,14.404452957219068,14.404452957219068,11.2486450526226
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,1,,0,1246,415,415,,,0.8816589335111475,12.317932810853536,12.317932810853536,9.439580486009968
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,1,,1,1246,415,415,,,0.8803749949188306,12.384574102556742,12.384574102556742,9.472478623014648
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,1,,2,1246,415,415,,,0.8806579812914745,12.369916879241117,12.369916879241117,9.47562080010018
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,1,,0,1246,415,415,,,0.8980188773583263,11.434837196400299,11.434837196400299,8.84568202742611
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,1,,1,1246,415,415,,,0.8977406186818007,11.45042672463332,11.45042672463332,8.910594949377588
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,1,,2,1246,415,415,,,0.8969033442853829,11.497207785859237,11.497207785859237,8.929464252885566
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,1,,0,1246,415,415,,,0.8684605539398884,12.98667869609286,12.98667869609286,9.919590301743701
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,1,,1,1246,415,415,,,0.8700593723104922,12.907513014804533,12.907513014804533,9.925827279008118
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,1,,2,1246,415,415,,,0.8722836941844312,12.796560830799272,12.796560830799272,9.757126528167612
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,2,,0,1246,415,415,0.01,13.926676249901686,0.8599755587407522,12.848869584534045,12.848869584534045,10.013956747399755
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,2,,0,1246,415,415,,,0.8920995511955566,11.279104553350411,11.279104553350411,8.452768477543207
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,2,,1,1246,415,415,,,0.8923515333643365,11.265926691152576,11.265926691152576,8.455870825636882
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,2,,2,1246,415,415,,,0.8911084930562618,11.330785050709279,11.330785050709279,8.49197536331472
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,2,,0,1246,415,415,,,0.9048656775651625,10.590869374577318,10.590869374577318,8.060180342341043
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,2,,1,1246,415,415,,,0.9037985348062908,10.650103789795619,10.650103789795619,8.030609807393637
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,2,,2,1246,415,415,,,0.9026496121981444,10.713511492775718,10.713511492775718,8.070039735357446
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,2,,0,1246,415,415,,,0.8757324224806802,12.104362265825387,12.104362265825387,9.203625495372906
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,2,,1,1246,415,415,,,0.8751160046141108,12.134346415199154,12.134346415199154,9.241757595231187
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,2,,2,1246,415,415,,,0.8757579612383275,12.10311839246413,12.10311839246413,9.261103494253884
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,3,,0,1246,415,415,0.01,15.373610461709282,0.8348080557887181,13.888206153940484,13.888206153940484,10.771403937282331
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,3,,0,1246,415,415,,,0.8655916781959405,12.527511251536167,12.527511251536167,9.421515235588819
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,3,,1,1246,415,415,,,0.864738956043275,12.56718735424549,12.56718735424549,9.434122502902047
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,3,,2,1246,415,415,,,0.8642230183472277,12.591132587310906,12.591132587310906,9.476354531257451
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,3,,0,1246,415,415,,,0.8893940222861421,11.364256348190649,11.364256348190649,8.502806633639048
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,3,,1,1246,415,415,,,0.8914117073914188,11.260125330338493,11.260125330338493,8.421365542124553
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,3,,2,1246,415,415,,,0.8904678482776801,11.30895645508303,11.30895645508303,8.443629915168486
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,3,,0,1246,415,415,,,0.8619622459306143,12.695524982619903,12.695524982619903,9.713906881983782
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,3,,1,1246,415,415,,,0.8627488876979094,12.659299027413727,12.659299027413727,9.663222310370083
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ebm,3,,2,1246,415,415,,,0.8611901826886712,12.730979343718516,12.730979343718516,9.72291624042168
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,ridge,4,,0,1245,416,415,0.01,14.519997818607811,0.77972538007952,15.22331276609549,15.22331276609549,11.332286443135825
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,4,,0,1245,416,415,,,0.7819439690965228,15.146454732067276,15.146454732067276,10.884944060164509
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,4,,1,1245,416,415,,,0.7810854662230686,15.176241803934058,15.176241803934058,10.864973013015545
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,random_forest,4,,2,1245,416,415,,,0.7806975805433813,15.18968093357124,15.18968093357124,10.872740037760105
climate_fusion,sentinel2_indices_daymet,sentinel2_indices_daymet_late_fusion,xgboost,4,,0,1245,416,415,,,0.8107390718215992,14.110988004817338,14.110988004817338,10.323744709060854
