encoder,backbone,strategy,prediction_head,fold,seed,test_r2,test_rmse,test_mae,test_n,validation_rmse,best_epoch,parameter_count,sequence_feature_dim,readout_dim,checkpoint
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,mean,mlp,2,2,0.829019152547882,14.198312345558767,11.153816820627236,415,14.54399401199917,53,558081,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_mean_fold2_seed2.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,concat,mlp,2,0,0.8480241191171656,13.385984811918373,10.067514543648226,415,13.383504867646195,47,3703809,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_concat_fold2_seed0.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,concat,mlp,2,1,0.8490257958438543,13.341798207093932,9.96875572664192,415,13.596467888243623,35,3703809,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_concat_fold2_seed1.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,concat,mlp,2,2,0.8555289490786222,13.05128908102684,9.825339581592974,415,13.670247061718626,56,3703809,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_concat_fold2_seed2.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,conv1d,mlp,2,0,0.8396874738344768,13.748227880896259,10.510757841546852,415,13.88068473342815,28,918657,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_conv1d_fold2_seed0.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,conv1d,mlp,2,1,0.8535066209296649,13.142318609830577,10.250012400064124,415,14.019776044371202,72,918657,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_conv1d_fold2_seed1.pt
prithvi,prithvi_eo_v2_300_tl_per_timestep_spatial_mean,conv1d,mlp,2,2,0.8475428276294191,13.407164053789073,10.295410110289792,415,14.078778608289063,42,918657,2048,256,outputs/temporal_ablation_covered/fold_2/checkpoints/prithvi_conv1d_fold2_seed2.pt
terramind,terramind_v1_base_s2_6_prithvi,mean,mlp,2,0,0.8092582207782352,14.99636174243906,11.73945318934429,415,15.920695223974274,8,427009,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_mean_fold2_seed0.pt
terramind,terramind_v1_base_s2_6_prithvi,mean,mlp,2,1,0.8091441930107525,15.000843576907151,11.539715309602668,415,15.399779009821218,11,427009,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_mean_fold2_seed1.pt
terramind,terramind_v1_base_s2_6_prithvi,mean,mlp,2,2,0.8364236372129261,13.88747425475723,10.767154013392437,415,15.93214195306369,20,427009,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_mean_fold2_seed2.pt
terramind,terramind_v1_base_s2_6_prithvi,concat,mlp,2,0,0.8385447599777477,13.797139822859888,10.908700993549393,415,14.489021866783249,8,2786305,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_concat_fold2_seed0.pt
terramind,terramind_v1_base_s2_6_prithvi,concat,mlp,2,1,0.857144884494125,12.978093287646821,10.160770361107517,415,14.24693090155202,33,2786305,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_concat_fold2_seed1.pt
terramind,terramind_v1_base_s2_6_prithvi,concat,mlp,2,2,0.8599381325400406,12.85058650662891,10.031466224394649,415,14.580219108388212,20,2786305,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_concat_fold2_seed2.pt
terramind,terramind_v1_base_s2_6_prithvi,conv1d,mlp,2,0,0.8439129633713783,13.565831266996396,10.581896320021297,415,15.259623475365471,12,722049,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_conv1d_fold2_seed0.pt
terramind,terramind_v1_base_s2_6_prithvi,conv1d,mlp,2,1,0.8506969669602082,13.267750879000037,10.410506365672651,415,15.028034121524483,21,722049,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_conv1d_fold2_seed1.pt
terramind,terramind_v1_base_s2_6_prithvi,conv1d,mlp,2,2,0.8495013329283758,13.320769701868203,10.590262493455267,415,15.530835150715255,32,722049,1536,256,outputs/temporal_ablation_covered/fold_2/checkpoints/terramind_conv1d_fold2_seed2.pt
